Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Improved_Heading,Improved_Error
25.05,11.8,17.15,5.35,11.8,5.349999999999998
25.06,11.74,17.15,5.41,11.74,5.409999999999998
25.07,11.64,17.15,5.51,11.64,5.509999999999998
25.08,11.6,17.15,5.55,11.6,5.549999999999999
25.09,11.58,17.15,5.57,11.58,5.5699999999999985
25.1,11.54,17.15,5.61,11.54,5.609999999999999
25.11,11.5,17.15,5.65,11.5,5.649999999999999
25.12,11.37,17.15,5.78,11.37,5.779999999999999
25.13,11.28,17.15,5.87,11.28,5.869999999999999
25.14,11.18,17.15,5.97,11.18,5.969999999999999
25.15,11.08,17.15,6.07,11.08,6.0699999999999985
25.16,10.98,17.15,6.17,10.98,6.169999999999998
25.17,10.79,17.15,6.36,10.79,6.359999999999999
25.18,10.69,17.15,6.46,10.69,6.459999999999999
25.19,10.59,17.15,6.56,10.59,6.559999999999999
25.2,10.49,17.15,6.66,10.49,6.659999999999998
25.21,10.39,17.15,6.76,10.39,6.759999999999998
25.22,10.27,17.15,6.88,10.27,6.879999999999999
25.23,10.02,17.15,7.13,10.02,7.129999999999999
25.24,9.89,17.15,7.26,9.89,7.259999999999998
25.25,9.77,17.15,7.38,9.77,7.379999999999999
25.26,9.65,17.15,7.5,9.65,7.499999999999998
25.27,9.54,17.15,7.61,9.54,7.609999999999999
25.28,9.33,17.15,7.82,9.33,7.8199999999999985
25.29,9.22,17.15,7.93,9.22,7.929999999999998
25.3,9.09,17.15,8.06,9.09,8.059999999999999
25.31,8.94,17.15,8.21,8.94,8.209999999999999
25.32,8.79,17.15,8.36,8.79,8.36
25.33,8.48,17.15,8.67,8.48,8.669999999999998
25.34,8.32,17.15,8.83,8.32,8.829999999999998
25.36,8.17,17.15,8.98,8.17,8.979999999999999
25.36,8.04,17.15,9.11,8.04,9.11
25.37,7.94,17.15,9.21,7.94,9.209999999999997
25.38,7.78,17.15,9.37,7.78,9.369999999999997
25.39,7.72,17.15,9.43,7.72,9.43
25.4,7.65,17.15,9.5,7.65,9.499999999999998
25.41,7.57,17.15,9.58,7.57,9.579999999999998
25.42,7.46,17.15,9.69,7.46,9.689999999999998
25.43,7.18,17.15,9.97,7.18,9.969999999999999
25.44,7.01,17.15,10.14,7.01,10.139999999999999
25.46,6.82,17.15,10.33,6.82,10.329999999999998
25.46,6.63,17.15,10.52,6.63,10.52
25.47,6.44,17.15,10.71,6.44,10.709999999999997
25.49,6.25,17.15,10.9,6.25,10.899999999999999
25.49,5.9,17.15,11.25,5.9,11.249999999999998
25.5,5.75,17.15,11.4,5.75,11.399999999999999
25.51,5.62,17.15,11.53,5.62,11.529999999999998
25.52,5.51,17.15,11.64,5.51,11.639999999999999
25.53,5.41,17.15,11.74,5.41,11.739999999999998
25.54,5.23,17.15,11.92,5.23,11.919999999999998
25.55,5.15,17.15,12.0,5.15,11.999999999999998
25.56,5.09,17.15,12.06,5.09,12.059999999999999
25.57,5.03,17.15,12.12,5.03,12.119999999999997
25.58,4.98,17.15,12.17,4.98,12.169999999999998
25.59,4.92,17.15,12.23,4.92,12.229999999999999
25.6,4.9,17.15,12.25,4.9,12.249999999999998
25.61,4.87,17.15,12.28,4.87,12.279999999999998
25.62,4.85,17.15,12.3,4.85,12.299999999999999
25.63,4.82,17.15,12.33,4.82,12.329999999999998
25.64,4.68,17.15,12.47,4.68,12.469999999999999
25.65,4.59,17.15,12.56,4.59,12.559999999999999
25.66,4.45,17.15,12.7,4.45,12.7
25.67,4.28,17.15,12.87,4.28,12.869999999999997
25.68,4.08,17.15,13.07,4.08,13.069999999999999
25.69,3.65,17.15,13.5,3.65,13.499999999999998
25.7,3.44,17.15,13.71,3.44,13.709999999999999
25.71,3.24,17.15,13.91,3.24,13.909999999999998
25.72,3.07,17.15,14.08,3.07,14.079999999999998
25.73,2.93,17.15,14.22,2.93,14.219999999999999
25.74,2.83,17.15,14.32,2.83,14.319999999999999
25.75,2.69,17.15,14.46,2.69,14.459999999999999
25.76,2.66,17.15,14.49,2.66,14.489999999999998
25.77,2.65,17.15,14.5,2.65,14.499999999999998
25.78,2.66,17.15,14.49,2.66,14.489999999999998
25.79,2.67,17.15,14.48,2.67,14.479999999999999
25.8,2.72,17.15,14.43,2.72,14.429999999999998
25.81,2.74,17.15,14.41,2.74,14.409999999999998
25.82,2.75,17.15,14.4,2.75,14.399999999999999
25.83,2.75,17.15,14.4,2.75,14.399999999999999
25.84,2.75,17.15,14.4,2.75,14.399999999999999
25.85,2.75,17.15,14.4,2.75,14.399999999999999
25.86,2.75,17.15,14.4,2.75,14.399999999999999
25.87,2.77,17.15,14.38,2.77,14.379999999999999
25.88,2.81,17.15,14.34,2.81,14.339999999999998
25.89,2.86,17.15,14.29,2.86,14.29
25.9,2.99,17.15,14.16,2.99,14.159999999999998
25.91,3.06,17.15,14.09,3.06,14.089999999999998
25.92,3.14,17.15,14.01,3.14,14.009999999999998
25.93,3.22,17.15,13.93,3.22,13.929999999999998
25.94,3.29,17.15,13.86,3.29,13.86
25.95,3.41,17.15,13.74,3.41,13.739999999999998
25.96,3.46,17.15,13.69,3.46,13.689999999999998
25.97,3.5,17.15,13.65,3.5,13.649999999999999
25.98,3.54,17.15,13.61,3.54,13.61
25.99,3.59,17.15,13.56,3.59,13.559999999999999
26.0,3.64,17.15,13.51,3.64,13.509999999999998
26.01,3.77,17.15,13.38,3.77,13.379999999999999
26.02,3.83,17.15,13.32,3.83,13.319999999999999
26.03,3.9,17.15,13.25,3.9,13.249999999999998
26.04,3.97,17.15,13.18,3.97,13.179999999999998
26.05,4.04,17.15,13.11,4.04,13.11
26.06,4.18,17.15,12.97,4.18,12.969999999999999
26.07,4.26,17.15,12.89,4.26,12.889999999999999
26.08,4.36,17.15,12.79,4.36,12.79
26.09,4.48,17.15,12.67,4.48,12.669999999999998
26.1,4.63,17.15,12.52,4.63,12.52
26.11,5.0,17.15,12.15,5.0,12.149999999999999
26.12,5.19,17.15,11.96,5.19,11.959999999999997
26.13,5.38,17.15,11.77,5.38,11.77
26.14,5.57,17.15,11.58,5.57,11.579999999999998
26.15,5.76,17.15,11.39,5.76,11.389999999999999
26.16,6.1,17.15,11.05,6.1,11.049999999999999
26.17,6.24,17.15,10.91,6.24,10.909999999999998
26.18,6.33,17.15,10.82,6.33,10.819999999999999
26.19,6.37,17.15,10.78,6.37,10.779999999999998
26.21,6.36,17.15,10.79,6.36,10.79
26.21,6.28,17.15,10.87,6.28,10.869999999999997
26.22,6.22,17.15,10.93,6.22,10.93
26.23,6.15,17.15,11.0,6.15,10.999999999999998
26.24,6.11,17.15,11.04,6.11,11.04
26.25,6.07,17.15,11.08,6.07,11.079999999999998
26.26,6.06,17.15,11.09,6.06,11.09
26.27,6.04,17.15,11.11,6.04,11.11
26.28,6.05,17.15,11.1,6.05,11.099999999999998
26.29,6.08,17.15,11.07,6.08,11.069999999999999
26.3,6.15,17.15,11.0,6.15,10.999999999999998
26.31,6.27,17.15,10.88,6.27,10.879999999999999
26.33,6.55,17.15,10.6,6.55,10.599999999999998
26.33,6.69,17.15,10.46,6.69,10.459999999999997
26.34,6.8,17.15,10.35,6.8,10.349999999999998
26.35,6.87,17.15,10.28,6.87,10.279999999999998
26.36,6.9,17.15,10.25,6.9,10.249999999999998
26.37,6.87,17.15,10.28,6.87,10.279999999999998
26.38,6.82,17.15,10.33,6.82,10.329999999999998
26.39,6.74,17.15,10.41,6.74,10.409999999999998
26.4,6.65,17.15,10.5,6.65,10.499999999999998
26.41,6.57,17.15,10.58,6.57,10.579999999999998
26.42,6.45,17.15,10.7,6.45,10.7
26.43,6.41,17.15,10.74,6.41,10.739999999999998
26.44,6.4,17.15,10.75,6.4,10.749999999999998
26.45,6.4,17.15,10.75,6.4,10.749999999999998
26.46,6.4,17.15,10.75,6.4,10.749999999999998
26.47,6.41,17.15,10.74,6.41,10.739999999999998
26.48,6.41,17.15,10.74,6.41,10.739999999999998
26.49,6.4,17.15,10.75,6.4,10.749999999999998
26.5,6.37,17.15,10.78,6.37,10.779999999999998
26.51,6.35,17.15,10.8,6.35,10.799999999999999
26.52,6.31,17.15,10.84,6.31,10.84
26.53,6.24,17.15,10.91,6.24,10.909999999999998
26.54,6.2,17.15,10.95,6.2,10.95
26.55,6.15,17.15,11.0,6.15,10.999999999999998
26.56,6.1,17.15,11.05,6.1,11.049999999999999
26.57,6.04,17.15,11.11,6.04,11.11
26.58,5.91,17.15,11.24,5.91,11.239999999999998
26.59,5.84,17.15,11.31,5.84,11.309999999999999
26.6,5.77,17.15,11.38,5.77,11.379999999999999
26.61,5.69,17.15,11.46,5.69,11.459999999999997
26.62,5.61,17.15,11.54,5.61,11.54
26.63,5.41,17.15,11.74,5.41,11.739999999999998
26.64,5.29,17.15,11.86,5.29,11.86
26.65,5.17,17.15,11.98,5.17,11.979999999999999
26.66,5.05,17.15,12.1,5.05,12.099999999999998
26.67,4.95,17.15,12.2,4.95,12.2
26.68,4.79,17.15,12.36,4.79,12.36
26.69,4.74,17.15,12.41,4.74,12.409999999999998
26.71,4.75,17.15,12.4,4.75,12.399999999999999
26.71,4.8,17.15,12.35,4.8,12.349999999999998
26.72,4.86,17.15,12.29,4.86,12.29
26.73,5.02,17.15,12.13,5.02,12.129999999999999
26.74,5.08,17.15,12.07,5.08,12.069999999999999
26.75,5.1,17.15,12.05,5.1,12.049999999999999
26.76,5.08,17.15,12.07,5.08,12.069999999999999
26.78,5.0,17.15,12.15,5.0,12.149999999999999
26.78,4.87,17.15,12.28,4.87,12.279999999999998
26.79,4.56,17.15,12.59,4.56,12.59
26.8,4.4,17.15,12.75,4.4,12.749999999999998
26.81,4.24,17.15,12.91,4.24,12.909999999999998
26.82,4.1,17.15,13.05,4.1,13.049999999999999
26.83,3.98,17.15,13.17,3.98,13.169999999999998
26.84,3.79,17.15,13.36,3.79,13.36
26.85,3.71,17.15,13.44,3.71,13.439999999999998
26.86,3.63,17.15,13.52,3.63,13.52
26.87,3.53,17.15,13.62,3.53,13.62
26.88,3.43,17.15,13.72,3.43,13.719999999999999
26.9,3.22,17.15,13.93,3.22,13.929999999999998
26.9,3.13,17.15,14.02,3.13,14.02
26.91,3.05,17.15,14.1,3.05,14.099999999999998
26.92,3.02,17.15,14.13,3.02,14.129999999999999
26.93,3.04,17.15,14.11,3.04,14.11
26.94,3.12,17.15,14.03,3.12,14.029999999999998
26.95,3.17,17.15,13.98,3.17,13.979999999999999
26.96,3.21,17.15,13.94,3.21,13.939999999999998
26.97,3.23,17.15,13.92,3.23,13.919999999999998
26.98,3.2,17.15,13.95,3.2,13.95
26.99,3.12,17.15,14.03,3.12,14.029999999999998
27.0,2.87,17.15,14.28,2.87,14.279999999999998
27.01,2.7,17.15,14.45,2.7,14.45
27.02,2.5,17.15,14.65,2.5,14.649999999999999
27.03,2.28,17.15,14.87,2.28,14.87
27.04,2.06,17.15,15.09,2.06,15.089999999999998
27.05,1.64,17.15,15.51,1.64,15.509999999999998
27.06,1.44,17.15,15.71,1.44,15.709999999999999
27.07,1.28,17.15,15.87,1.28,15.87
27.08,1.15,17.15,16.0,1.15,15.999999999999998
27.09,1.06,17.15,16.09,1.06,16.09
27.1,0.96,17.15,16.19,0.96,16.189999999999998
27.11,0.94,17.15,16.21,0.94,16.209999999999997
27.12,0.95,17.15,16.2,0.95,16.2
27.13,0.99,17.15,16.16,0.99,16.16
27.14,1.05,17.15,16.1,1.05,16.099999999999998
27.15,1.2,17.15,15.95,1.2,15.95
27.16,1.28,17.15,15.87,1.28,15.87
27.17,1.36,17.15,15.79,1.36,15.79
27.18,1.44,17.15,15.71,1.44,15.709999999999999
27.19,1.5,17.15,15.65,1.5,15.649999999999999
27.2,1.61,17.15,15.54,1.61,15.54
27.21,1.66,17.15,15.49,1.66,15.489999999999998
27.22,1.71,17.15,15.44,1.71,15.439999999999998
27.23,1.76,17.15,15.39,1.76,15.389999999999999
27.24,1.82,17.15,15.33,1.82,15.329999999999998
27.25,1.87,17.15,15.28,1.87,15.279999999999998
27.26,1.97,17.15,15.18,1.97,15.179999999999998
27.27,2.02,17.15,15.13,2.02,15.129999999999999
27.28,2.06,17.15,15.09,2.06,15.089999999999998
27.29,2.08,17.15,15.07,2.08,15.069999999999999
27.3,2.1,17.15,15.05,2.1,15.049999999999999
27.31,2.13,17.15,15.02,2.13,15.02
27.32,2.16,17.15,14.99,2.16,14.989999999999998
27.33,2.19,17.15,14.96,2.19,14.959999999999999
27.34,2.24,17.15,14.91,2.24,14.909999999999998
27.35,2.3,17.15,14.85,2.3,14.849999999999998
27.36,2.45,17.15,14.7,2.45,14.7
27.37,2.54,17.15,14.61,2.54,14.61
27.38,2.64,17.15,14.51,2.64,14.509999999999998
27.39,2.76,17.15,14.39,2.76,14.389999999999999
27.4,2.88,17.15,14.27,2.88,14.27
27.41,3.12,17.15,14.03,3.12,14.029999999999998
27.42,3.24,17.15,13.91,3.24,13.909999999999998
27.43,3.37,17.15,13.78,3.37,13.779999999999998
27.44,3.52,17.15,13.63,3.52,13.629999999999999
27.45,3.67,17.15,13.48,3.67,13.479999999999999
27.46,3.92,17.15,13.23,3.92,13.229999999999999
27.47,4.0,17.15,13.15,4.0,13.149999999999999
27.48,4.03,17.15,13.12,4.03,13.119999999999997
27.49,4.01,17.15,13.14,4.01,13.139999999999999
27.5,3.96,17.15,13.19,3.96,13.189999999999998
27.51,3.9,17.15,13.25,3.9,13.249999999999998
27.52,3.77,17.15,13.38,3.77,13.379999999999999
27.53,3.73,17.15,13.42,3.73,13.419999999999998
27.54,3.7,17.15,13.45,3.7,13.45
27.55,3.7,17.15,13.45,3.7,13.45
27.56,3.71,17.15,13.44,3.71,13.439999999999998
27.57,3.74,17.15,13.41,3.74,13.409999999999998
27.58,3.77,17.15,13.38,3.77,13.379999999999999
27.59,3.82,17.15,13.33,3.82,13.329999999999998
27.6,3.9,17.15,13.25,3.9,13.249999999999998
27.61,4.0,17.15,13.15,4.0,13.149999999999999
27.62,4.23,17.15,12.92,4.23,12.919999999999998
27.63,4.33,17.15,12.82,4.33,12.819999999999999
27.65,4.41,17.15,12.74,4.41,12.739999999999998
27.65,4.44,17.15,12.71,4.44,12.709999999999997
27.66,4.44,17.15,12.71,4.44,12.709999999999997
27.67,4.35,17.15,12.8,4.35,12.799999999999999
27.68,4.27,17.15,12.88,4.27,12.879999999999999
27.69,4.17,17.15,12.98,4.17,12.979999999999999
27.7,4.07,17.15,13.08,4.07,13.079999999999998
27.71,3.98,17.15,13.17,3.98,13.169999999999998
27.72,3.81,17.15,13.34,3.81,13.339999999999998
27.73,3.74,17.15,13.41,3.74,13.409999999999998
27.74,3.69,17.15,13.46,3.69,13.459999999999999
27.75,3.64,17.15,13.51,3.64,13.509999999999998
27.76,3.6,17.15,13.55,3.6,13.549999999999999
27.77,3.56,17.15,13.59,3.56,13.589999999999998
27.78,3.49,17.15,13.66,3.49,13.659999999999998
27.8,3.44,17.15,13.71,3.44,13.709999999999999
27.8,3.38,17.15,13.77,3.38,13.77
27.81,3.32,17.15,13.83,3.32,13.829999999999998
27.82,3.25,17.15,13.9,3.25,13.899999999999999
27.83,3.09,17.15,14.06,3.09,14.059999999999999
27.84,2.99,17.15,14.16,2.99,14.159999999999998
27.85,2.9,17.15,14.25,2.9,14.249999999999998
27.86,2.79,17.15,14.36,2.79,14.36
27.87,2.69,17.15,14.46,2.69,14.459999999999999
27.88,2.45,17.15,14.7,2.45,14.7
27.89,2.32,17.15,14.83,2.32,14.829999999999998
27.9,2.19,17.15,14.96,2.19,14.959999999999999
27.91,2.05,17.15,15.1,2.05,15.099999999999998
27.92,1.91,17.15,15.24,1.91,15.239999999999998
27.93,1.64,17.15,15.51,1.64,15.509999999999998
27.94,1.51,17.15,15.64,1.51,15.639999999999999
27.95,1.39,17.15,15.76,1.39,15.759999999999998
27.96,1.28,17.15,15.87,1.28,15.87
27.97,1.2,17.15,15.95,1.2,15.95
27.98,1.08,17.15,16.07,1.08,16.07
27.99,1.04,17.15,16.11,1.04,16.11
28.0,1.0,17.15,16.15,1.0,16.15
28.01,0.95,17.15,16.2,0.95,16.2
28.02,0.89,17.15,16.26,0.89,16.259999999999998
28.03,0.8,17.15,16.35,0.8,16.349999999999998
28.04,0.55,17.15,16.6,0.55,16.599999999999998
28.05,0.39,17.15,16.76,0.39,16.759999999999998
28.06,0.23,17.15,16.92,0.23,16.919999999999998
28.07,0.06,17.15,17.09,0.06,17.09
28.08,359.9,17.15,17.25,359.9,17.25
28.1,359.59,17.15,17.56,359.59,17.560000000000002
28.11,359.43,17.15,17.72,359.43,17.71999999999997
28.11,359.29,17.15,17.86,359.29,17.859999999999957
28.12,359.16,17.15,17.99,359.16,17.989999999999952
28.13,359.05,17.15,18.1,359.05,18.099999999999966
28.14,358.85,17.15,18.3,358.85,18.299999999999955
28.15,358.75,17.15,18.4,358.75,18.399999999999977
28.16,358.65,17.15,18.5,358.65,18.5
28.17,358.54,17.15,18.61,358.54,18.609999999999957
28.18,358.44,17.15,18.71,358.44,18.70999999999998
28.19,358.26,17.15,18.89,358.26,18.889999999999986
28.2,358.22,17.15,18.93,358.22,18.92999999999995
28.21,358.23,17.15,18.92,358.23,18.91999999999996
28.22,358.28,17.15,18.87,358.28,18.870000000000005
28.23,358.37,17.15,18.78,358.37,18.779999999999973
28.25,358.57,17.15,18.58,358.57,18.579999999999984
28.26,358.66,17.15,18.49,358.66,18.489999999999952
28.26,358.7,17.15,18.45,358.7,18.44999999999999
28.27,358.69,17.15,18.46,358.69,18.45999999999998
28.28,358.64,17.15,18.51,358.64,18.50999999999999
28.29,358.57,17.15,18.58,358.57,18.579999999999984
28.3,358.41,17.15,18.74,358.41,18.739999999999952
28.31,358.33,17.15,18.82,358.33,18.819999999999993
28.32,358.25,17.15,18.9,358.25,18.899999999999977
28.33,358.19,17.15,18.96,358.19,18.95999999999998
28.34,358.13,17.15,19.02,358.13,19.019999999999982
28.35,358.07,17.15,19.08,358.07,19.079999999999984
28.36,358.07,17.15,19.08,358.07,19.079999999999984
28.37,358.09,17.15,19.06,358.09,19.060000000000002
28.38,358.14,17.15,19.01,358.14,19.00999999999999
28.39,358.19,17.15,18.96,358.19,18.95999999999998
28.4,358.3,17.15,18.85,358.3,18.849999999999966
28.42,358.36,17.15,18.79,358.36,18.789999999999964
28.42,358.42,17.15,18.73,358.42,18.72999999999996
28.43,358.48,17.15,18.67,358.48,18.66999999999996
28.44,358.56,17.15,18.59,358.56,18.589999999999975
28.45,358.7,17.15,18.45,358.7,18.44999999999999
28.46,358.76,17.15,18.39,358.76,18.389999999999986
28.47,358.8,17.15,18.35,358.8,18.349999999999966
28.48,358.84,17.15,18.31,358.84,18.310000000000002
28.49,358.89,17.15,18.26,358.89,18.25999999999999
28.5,358.99,17.15,18.16,358.99,18.159999999999968
28.51,359.04,17.15,18.11,359.04,18.109999999999957
28.52,359.07,17.15,18.08,359.07,18.079999999999984
28.53,359.09,17.15,18.06,359.09,18.060000000000002
28.54,359.1,17.15,18.05,359.1,18.049999999999955
28.55,359.12,17.15,18.03,359.12,18.029999999999973
28.56,359.18,17.15,17.97,359.18,17.96999999999997
28.57,359.22,17.15,17.93,359.22,17.92999999999995
28.58,359.27,17.15,17.88,359.27,17.879999999999995
28.59,359.32,17.15,17.83,359.32,17.829999999999984
28.6,359.36,17.15,17.79,359.36,17.789999999999964
28.61,359.47,17.15,17.68,359.47,17.67999999999995
28.62,359.52,17.15,17.63,359.52,17.629999999999995
28.63,359.59,17.15,17.56,359.59,17.560000000000002
28.64,359.66,17.15,17.49,359.66,17.489999999999952
28.65,359.77,17.15,17.38,359.77,17.379999999999995
28.66,0.01,17.15,17.14,0.01,17.139999999999997
28.67,0.13,17.15,17.02,0.13,17.02
28.68,0.22,17.15,16.93,0.22,16.93
28.69,0.3,17.15,16.85,0.3,16.849999999999998
28.7,0.38,17.15,16.77,0.38,16.77
28.71,0.58,17.15,16.57,0.58,16.57
28.72,0.69,17.15,16.46,0.69,16.459999999999997
28.73,0.8,17.15,16.35,0.8,16.349999999999998
28.74,0.89,17.15,16.26,0.89,16.259999999999998
28.76,0.97,17.15,16.18,0.97,16.18
28.76,1.04,17.15,16.11,1.04,16.11
28.77,1.16,17.15,15.99,1.16,15.989999999999998
28.78,1.2,17.15,15.95,1.2,15.95
28.79,1.23,17.15,15.92,1.23,15.919999999999998
28.8,1.24,17.15,15.91,1.24,15.909999999999998
28.81,1.21,17.15,15.94,1.21,15.939999999999998
28.82,1.09,17.15,16.06,1.09,16.06
28.83,1.0,17.15,16.15,1.0,16.15
28.84,0.91,17.15,16.24,0.91,16.24
28.85,0.84,17.15,16.31,0.84,16.31
28.86,0.82,17.15,16.33,0.82,16.33
28.87,0.92,17.15,16.23,0.92,16.229999999999997
28.88,1.03,17.15,16.12,1.03,16.119999999999997
28.89,1.18,17.15,15.97,1.18,15.969999999999999
28.9,1.34,17.15,15.81,1.34,15.809999999999999
28.91,1.48,17.15,15.67,1.48,15.669999999999998
28.92,1.72,17.15,15.43,1.72,15.429999999999998
28.93,1.79,17.15,15.36,1.79,15.36
28.94,1.83,17.15,15.32,1.83,15.319999999999999
28.95,1.83,17.15,15.32,1.83,15.319999999999999
28.96,1.82,17.15,15.33,1.82,15.329999999999998
28.97,1.78,17.15,15.37,1.78,15.37
28.98,1.78,17.15,15.37,1.78,15.37
28.99,1.78,17.15,15.37,1.78,15.37
29.0,1.78,17.15,15.37,1.78,15.37
29.01,1.78,17.15,15.37,1.78,15.37
29.02,1.77,17.15,15.38,1.77,15.379999999999999
29.03,1.72,17.15,15.43,1.72,15.429999999999998
29.04,1.69,17.15,15.46,1.69,15.459999999999999
29.05,1.68,17.15,15.47,1.68,15.469999999999999
29.06,1.69,17.15,15.46,1.69,15.459999999999999
29.07,1.7,17.15,15.45,1.7,15.45
29.08,1.72,17.15,15.43,1.72,15.429999999999998
29.09,1.74,17.15,15.41,1.74,15.409999999999998
29.1,1.76,17.15,15.39,1.76,15.389999999999999
29.11,1.8,17.15,15.35,1.8,15.349999999999998
29.12,1.84,17.15,15.31,1.84,15.309999999999999
29.13,1.94,17.15,15.21,1.94,15.209999999999999
29.14,1.98,17.15,15.17,1.98,15.169999999999998
29.16,1.99,17.15,15.16,1.99,15.159999999999998
29.16,1.98,17.15,15.17,1.98,15.169999999999998
29.17,1.93,17.15,15.22,1.93,15.219999999999999
29.18,1.77,17.15,15.38,1.77,15.379999999999999
29.19,1.7,17.15,15.45,1.7,15.45
29.2,1.66,17.15,15.49,1.66,15.489999999999998
29.21,1.67,17.15,15.48,1.67,15.479999999999999
29.22,1.71,17.15,15.44,1.71,15.439999999999998
29.24,1.86,17.15,15.29,1.86,15.29
29.24,1.95,17.15,15.2,1.95,15.2
29.25,2.05,17.15,15.1,2.05,15.099999999999998
29.27,2.15,17.15,15.0,2.15,14.999999999999998
29.27,2.22,17.15,14.93,2.22,14.929999999999998
29.28,2.27,17.15,14.88,2.27,14.879999999999999
29.29,2.3,17.15,14.85,2.3,14.849999999999998
29.3,2.3,17.15,14.85,2.3,14.849999999999998
29.31,2.28,17.15,14.87,2.28,14.87
29.32,2.26,17.15,14.89,2.26,14.889999999999999
29.33,2.25,17.15,14.9,2.25,14.899999999999999
29.34,2.25,17.15,14.9,2.25,14.899999999999999
29.35,2.25,17.15,14.9,2.25,14.899999999999999
29.36,2.25,17.15,14.9,2.25,14.899999999999999
29.37,2.27,17.15,14.88,2.27,14.879999999999999
29.38,2.31,17.15,14.84,2.31,14.839999999999998
29.39,2.45,17.15,14.7,2.45,14.7
29.4,2.49,17.15,14.66,2.49,14.659999999999998
29.41,2.53,17.15,14.62,2.53,14.62
29.42,2.59,17.15,14.56,2.59,14.559999999999999
29.43,2.63,17.15,14.52,2.63,14.52
29.44,2.68,17.15,14.47,2.68,14.469999999999999
29.45,2.71,17.15,14.44,2.71,14.439999999999998
29.46,2.72,17.15,14.43,2.72,14.429999999999998
29.47,2.73,17.15,14.42,2.73,14.419999999999998
29.48,2.74,17.15,14.41,2.74,14.409999999999998
29.49,2.78,17.15,14.37,2.78,14.37
29.5,2.79,17.15,14.36,2.79,14.36
29.51,2.82,17.15,14.33,2.82,14.329999999999998
29.52,2.86,17.15,14.29,2.86,14.29
29.53,2.9,17.15,14.25,2.9,14.249999999999998
29.54,2.92,17.15,14.23,2.92,14.229999999999999
29.55,2.94,17.15,14.21,2.94,14.209999999999999
29.56,2.95,17.15,14.2,2.95,14.2
29.57,2.96,17.15,14.19,2.96,14.189999999999998
29.58,2.96,17.15,14.19,2.96,14.189999999999998
29.59,2.95,17.15,14.2,2.95,14.2
29.6,2.93,17.15,14.22,2.93,14.219999999999999
29.61,2.93,17.15,14.22,2.93,14.219999999999999
29.62,2.92,17.15,14.23,2.92,14.229999999999999
29.63,2.9,17.15,14.25,2.9,14.249999999999998
29.64,2.84,17.15,14.31,2.84,14.309999999999999
29.65,2.51,17.15,14.64,2.51,14.639999999999999
29.66,2.25,17.15,14.9,2.25,14.899999999999999
29.67,1.96,17.15,15.19,1.96,15.189999999999998
29.68,1.68,17.15,15.47,1.68,15.469999999999999
29.69,1.48,17.15,15.67,1.48,15.669999999999998
29.7,1.25,17.15,15.9,1.25,15.899999999999999
29.71,1.2,17.15,15.95,1.2,15.95
29.72,1.15,17.15,16.0,1.15,15.999999999999998
29.73,1.07,17.15,16.08,1.07,16.08
29.74,0.96,17.15,16.19,0.96,16.189999999999998
29.75,0.66,17.15,16.49,0.66,16.49
29.76,0.48,17.15,16.67,0.48,16.669999999999998
29.77,0.29,17.15,16.86,0.29,16.86
29.78,0.11,17.15,17.04,0.11,17.04
29.79,359.94,17.15,17.21,359.94,17.20999999999998
29.8,359.79,17.15,17.36,359.79,17.359999999999957
29.81,359.47,17.15,17.68,359.47,17.67999999999995
29.82,359.3,17.15,17.85,359.3,17.849999999999966
29.83,359.25,17.15,17.9,359.25,17.899999999999977
29.84,359.3,17.15,17.85,359.3,17.849999999999966
29.85,359.42,17.15,17.73,359.42,17.72999999999996
29.86,359.73,17.15,17.42,359.73,17.41999999999996
29.88,359.84,17.15,17.31,359.84,17.310000000000002
29.88,359.87,17.15,17.28,359.87,17.279999999999973
29.89,359.83,17.15,17.32,359.83,17.319999999999993
29.9,359.75,17.15,17.4,359.75,17.399999999999977
29.91,359.58,17.15,17.57,359.58,17.569999999999993
29.92,359.52,17.15,17.63,359.52,17.629999999999995
29.93,359.49,17.15,17.66,359.49,17.659999999999968
29.94,359.51,17.15,17.64,359.51,17.639999999999986
29.95,359.57,17.15,17.58,359.57,17.579999999999984
29.96,359.69,17.15,17.46,359.69,17.45999999999998
29.97,359.76,17.15,17.39,359.76,17.389999999999986
29.98,359.82,17.15,17.33,359.82,17.329999999999984
29.99,359.88,17.15,17.27,359.88,17.269999999999982
30.0,359.95,17.15,17.2,359.95,17.19999999999999
30.01,0.11,17.15,17.04,0.11,17.04
30.02,0.2,17.15,16.95,0.2,16.95
30.03,0.29,17.15,16.86,0.29,16.86
30.04,0.37,17.15,16.78,0.37,16.779999999999998
30.05,0.42,17.15,16.73,0.42,16.729999999999997
30.06,0.45,17.15,16.7,0.45,16.7
30.07,0.49,17.15,16.66,0.49,16.66
30.08,0.51,17.15,16.64,0.51,16.639999999999997
30.09,0.56,17.15,16.59,0.56,16.59
30.1,0.64,17.15,16.51,0.64,16.509999999999998
30.11,0.74,17.15,16.41,0.74,16.41
30.12,1.0,17.15,16.15,1.0,16.15
30.13,1.13,17.15,16.02,1.13,16.02
30.14,1.25,17.15,15.9,1.25,15.899999999999999
30.15,1.34,17.15,15.81,1.34,15.809999999999999
30.16,1.38,17.15,15.77,1.38,15.77
30.17,1.4,17.15,15.75,1.4,15.749999999999998
